helics_time,AMRwind_time,AMRWind_speed,AMRWind_direction,power_0,power_1,turbine_wd_direction_0,turbine_wd_direction_1
38.0,32418,8.01705,240.097,1326890.0,1632700.0,236.326,236.782
39.0,32418.5,8.01691,240.1,1339680.0,1654950.0,236.249,236.925
40.0,32419,8.01676,240.103,1349990.0,1673310.0,236.2,237.081
41.0,32419.5,8.01662,240.105,1358060.0,1687830.0,236.187,237.262
42.0,32420,8.01647,240.108,1364480.0,1698910.0,236.213,237.479
43.0,32420.5,8.01633,240.11,1369970.0,1707260.0,236.275,237.731
44.0,32421,8.01619,240.113,1375230.0,1713920.0,236.365,238.008
45.0,32421.5,8.01604,240.116,1380860.0,1719830.0,236.477,238.284
46.0,32422,8.0159,240.118,1387280.0,1725740.0,236.603,238.536
47.0,32422.5,8.01575,240.121,1394690.0,1732380.0,236.74,238.747
48.0,32423,8.01561,240.123,1403040.0,1740040.0,236.885,238.912
49.0,32423.5,8.01547,240.126,1411910.0,1748560.0,237.041,239.041
50.0,32424,8.01532,240.128,1420830.0,1757430.0,237.211,239.156
51.0,32424.5,8.01518,240.131,1429390.0,1765900.0,237.4,239.284
52.0,32425,8.01503,240.133,1437180.0,1773350.0,237.614,239.45
53.0,32425.5,8.01489,240.136,1443710.0,1779070.0,237.854,239.677
54.0,32426,8.01474,240.138,1448460.0,1782480.0,238.121,239.975
55.0,32426.5,8.0146,240.141,1451090.0,1783040.0,238.408,240.347
56.0,32427,8.01445,240.143,1451490.0,1780610.0,238.708,240.781
57.0,32427.5,8.01431,240.145,1449630.0,1775320.0,239.009,241.258
58.0,32428,8.01416,240.148,1445380.0,1767710.0,239.297,241.748
59.0,32428.5,8.01402,240.15,1438780.0,1758340.0,239.557,242.217
60.0,32429,8.01387,240.152,1429960.0,1747850.0,239.773,242.633
61.0,32429.5,8.01373,240.155,1419220.0,1736890.0,239.937,242.963
62.0,32430,8.01359,240.157,1407090.0,1726080.0,240.047,243.183
63.0,32430.5,8.01344,240.159,1394240.0,1715500.0,240.109,243.279
64.0,32431,8.01329,240.162,1381540.0,1705160.0,240.136,243.252
65.0,32431.5,8.01315,240.164,1369920.0,1694960.0,240.145,243.119
66.0,32432,8.013,240.166,1360120.0,1685100.0,240.156,242.9
67.0,32432.5,8.01286,240.169,1352620.0,1675640.0,240.184,242.622
68.0,32433,8.01272,240.171,1347610.0,1666650.0,240.234,242.312
69.0,32433.5,8.01258,240.173,1345160.0,1658120.0,240.308,241.99
70.0,32434,8.01244,240.175,1345130.0,1649700.0,240.401,241.675
71.0,32434.5,8.0123,240.177,1347300.0,1640870.0,240.504,241.377
72.0,32435,8.01216,240.179,1351290.0,1631290.0,240.604,241.099
73.0,32435.5,8.01203,240.182,1356410.0,1621040.0,240.686,240.841
74.0,32436,8.01189,240.184,1361780.0,1610370.0,240.735,240.601
75.0,32436.5,8.01175,240.186,1366270.0,1599820.0,240.738,240.372
76.0,32437,8.01162,240.188,1369030.0,1589960.0,240.687,240.147
77.0,32437.5,8.01148,240.19,1369670.0,1581320.0,240.583,239.92
78.0,32438,8.01134,240.192,1368420.0,1574220.0,240.435,239.683
79.0,32438.5,8.0112,240.194,1365900.0,1568800.0,240.261,239.433
80.0,32439,8.01107,240.196,1362970.0,1565080.0,240.08,239.171
81.0,32439.5,8.01093,240.198,1360360.0,1562990.0,239.909,238.9
82.0,32440,8.01079,240.2,1358440.0,1562480.0,239.761,238.631
83.0,32440.5,8.01065,240.202,1357360.0,1563640.0,239.648,238.373
84.0,32441,8.01051,240.204,1357100.0,1566750.0,239.575,238.138
85.0,32441.5,8.01037,240.205,1357420.0,1572290.0,239.546,237.934
86.0,32442,8.01024,240.207,1358140.0,1580750.0,239.561,237.768
87.0,32442.5,8.0101,240.209,1359180.0,1592430.0,239.613,237.643
88.0,32443,8.00997,240.211,1360680.0,1607360.0,239.695,237.561
89.0,32443.5,8.00983,240.213,1362660.0,1625060.0,239.794,237.517
90.0,32444,8.0097,240.215,1365250.0,1644540.0,239.899,237.51
91.0,32444.5,8.00956,240.216,1368560.0,1664540.0,239.997,237.538
92.0,32445,8.00943,240.218,1372650.0,1684080.0,240.074,237.601
93.0,32445.5,8.00929,240.22,1377580.0,1702990.0,240.123,237.699
94.0,32446,8.00916,240.222,1383320.0,1721850.0,240.139,237.829
95.0,32446.5,8.00902,240.224,1389650.0,1741690.0,240.127,237.985
96.0,32447,8.00888,240.225,1396110.0,1763520.0,240.097,238.158
97.0,32447.5,8.00875,240.227,1402070.0,1787840.0,240.063,238.336
98.0,32448,8.00861,240.229,1406800.0,1814530.0,240.039,238.508
99.0,32448.5,8.00847,240.23,1409640.0,1842660.0,240.043,238.671
100.0,32449,8.00833,240.232,1410300.0,1870730.0,240.077,238.822
101.0,32449.5,8.0082,240.234,1409190.0,1896800.0,240.134,238.969
102.0,32450,8.00806,240.235,1407040.0,1918930.0,240.197,239.121
103.0,32450.5,8.00792,240.237,1404640.0,1935540.0,240.249,239.283
104.0,32451,8.00778,240.239,1402660.0,1945480.0,240.275,239.46
105.0,32451.5,8.00763,240.24,1401740.0,1948330.0,240.263,239.642
106.0,32452,8.00749,240.242,1402620.0,1944330.0,240.2,239.82
107.0,32452.5,8.00735,240.243,1406050.0,1934530.0,240.077,239.981
108.0,32453,8.00721,240.245,1412540.0,1920050.0,239.89,240.113
109.0,32453.5,8.00706,240.246,1422300.0,1901980.0,239.644,240.211
110.0,32454,8.00692,240.248,1435380.0,1881300.0,239.352,240.273
111.0,32454.5,8.00678,240.249,1451690.0,1858650.0,239.035,240.303
112.0,32455,8.00664,240.251,1471070.0,1834560.0,238.718,240.305
113.0,32455.5,8.0065,240.252,1493290.0,1809490.0,238.427,240.285
114.0,32456,8.00635,240.253,1517890.0,1783870.0,238.186,240.246
115.0,32456.5,8.00621,240.255,1544230.0,1758230.0,238.014,240.193
116.0,32457,8.00607,240.256,1571290.0,1733100.0,237.916,240.128
117.0,32457.5,8.00592,240.258,1597870.0,1708930.0,237.89,240.056
118.0,32458,8.00578,240.259,1622480.0,1686150.0,237.926,239.976
119.0,32458.5,8.00564,240.26,1643630.0,1665180.0,238.008,239.89
120.0,32459,8.0055,240.262,1660170.0,1646310.0,238.113,239.795
121.0,32459.5,8.00536,240.263,1671530.0,1629810.0,238.22,239.691
122.0,32460,8.00522,240.265,1677720.0,1615840.0,238.307,239.577
123.0,32460.5,8.00508,240.266,1679430.0,1604450.0,238.359,239.452
124.0,32461,8.00494,240.267,1678000.0,1595500.0,238.375,239.313
125.0,32461.5,8.00481,240.269,1675210.0,1588640.0,238.368,239.16
126.0,32462,8.00467,240.27,1672740.0,1583370.0,238.358,238.99
127.0,32462.5,8.00453,240.271,1672070.0,1579080.0,238.371,238.799
128.0,32463,8.00439,240.273,1674040.0,1575190.0,238.425,238.586
129.0,32463.5,8.00426,240.274,1678810.0,1571290.0,238.539,238.349
130.0,32464,8.00412,240.275,1685890.0,1567250.0,238.719,238.09
131.0,32464.5,8.00399,240.277,1694590.0,1563110.0,238.956,237.818
132.0,32465,8.00386,240.278,1704360.0,1559220.0,239.225,237.543
133.0,32465.5,8.00373,240.279,1714670.0,1556020.0,239.489,237.287
134.0,32466,8.0036,240.28,1725190.0,1553870.0,239.707,237.074
135.0,32466.5,8.00347,240.282,1736010.0,1553070.0,239.836,236.93
136.0,32467,8.00335,240.283,1747470.0,1553720.0,239.85,236.879
137.0,32467.5,8.00322,240.284,1759900.0,1555530.0,239.752,236.938
138.0,32468,8.0031,240.285,1773400.0,1557850.0,239.58,237.11
139.0,32468.5,8.00297,240.287,1787720.0,1559540.0,239.386,237.385
140.0,32469,8.00285,240.288,1802380.0,1559260.0,239.218,237.736
141.0,32469.5,8.00273,240.289,1816610.0,1555870.0,239.112,238.123
142.0,32470,8.00262,240.29,1829400.0,1548770.0,239.076,238.498
143.0,32470.5,8.0025,240.291,1839940.0,1538330.0,239.095,238.82
144.0,32471,8.00238,240.293,1847860.0,1525670.0,239.144,239.054
145.0,32471.5,8.00227,240.294,1853090.0,1512540.0,239.201,239.185
146.0,32472,8.00216,240.295,1856000.0,1501110.0,239.25,239.213
147.0,32472.5,8.00205,240.296,1857510.0,1492880.0,239.281,239.157
148.0,32473,8.00195,240.297,1858700.0,1488570.0,239.29,239.05
149.0,32473.5,8.00184,240.299,1860510.0,1488200.0,239.281,238.93
150.0,32474,8.00174,240.3,1863800.0,1491190.0,239.26,238.837
151.0,32474.5,8.00165,240.301,1868910.0,1496860.0,239.236,238.803
152.0,32475,8.00155,240.302,1875840.0,1504620.0,239.216,238.843
153.0,32475.5,8.00146,240.303,1884280.0,1513780.0,239.205,238.963
154.0,32476,8.00136,240.305,1893900.0,1523940.0,239.206,239.154
155.0,32476.5,8.00127,240.306,1904250.0,1534790.0,239.219,239.401
156.0,32477,8.00117,240.307,1914840.0,1546130.0,239.244,239.686
157.0,32477.5,8.00108,240.309,1925140.0,1557810.0,239.281,239.991
158.0,32478,8.00098,240.31,1934620.0,1569600.0,239.329,240.306
159.0,32478.5,8.00088,240.311,1942840.0,1581160.0,239.389,240.623
160.0,32479,8.00078,240.312,1949360.0,1592160.0,239.455,240.944
161.0,32479.5,8.00068,240.314,1954000.0,1602010.0,239.523,241.277
162.0,32480,8.00058,240.315,1956390.0,1610270.0,239.582,241.629
163.0,32480.5,8.00048,240.316,1956290.0,1616720.0,239.622,242.008
164.0,32481,8.00038,240.318,1953300.0,1621300.0,239.633,242.411
165.0,32481.5,8.00028,240.319,1947070.0,1624040.0,239.605,242.83
166.0,32482,8.00018,240.32,1937360.0,1625060.0,239.538,243.252
167.0,32482.5,8.00008,240.322,1923960.0,1624470.0,239.433,243.657
168.0,32483,7.99999,240.323,1906800.0,1622100.0,239.296,244.025
169.0,32483.5,7.99989,240.325,1886330.0,1617820.0,239.14,244.342
170.0,32484,7.99979,240.326,1863370.0,1611720.0,238.981,244.598
171.0,32484.5,7.9997,240.328,1838830.0,1604030.0,238.837,244.791
172.0,32485,7.9996,240.329,1813920.0,1595180.0,238.721,244.924
173.0,32485.5,7.99951,240.33,1790100.0,1585810.0,238.639,245.004
174.0,32486,7.99942,240.332,1768690.0,1576660.0,238.593,245.041
175.0,32486.5,7.99933,240.333,1750800.0,1568380.0,238.577,245.042
176.0,32487,7.99924,240.335,1737020.0,1561470.0,238.579,245.019
177.0,32487.5,7.99916,240.336,1727400.0,1556200.0,238.591,244.981
178.0,32488,7.99907,240.338,1721510.0,1552720.0,238.606,244.934
179.0,32488.5,7.99898,240.34,1718630.0,1551170.0,238.624,244.887
180.0,32489,7.9989,240.341,1717960.0,1551640.0,238.648,244.842
181.0,32489.5,7.99881,240.343,1718850.0,1554170.0,238.682,244.805
182.0,32490,7.99872,240.344,1720770.0,1558760.0,238.732,244.777
183.0,32490.5,7.99864,240.346,1723350.0,1565430.0,238.802,244.76
184.0,32491,7.99855,240.348,1726320.0,1574230.0,238.892,244.748
185.0,32491.5,7.99846,240.349,1729500.0,1585160.0,239,244.733
186.0,32492,7.99838,240.351,1732660.0,1598130.0,239.121,244.7
187.0,32492.5,7.99829,240.353,1735620.0,1612910.0,239.247,244.632
188.0,32493,7.9982,240.354,1738220.0,1629070.0,239.37,244.512
189.0,32493.5,7.99811,240.356,1740240.0,1646040.0,239.486,244.328
190.0,32494,7.99803,240.358,1741600.0,1663270.0,239.59,244.072
191.0,32494.5,7.99794,240.36,1742220.0,1680350.0,239.683,243.746
192.0,32495,7.99786,240.361,1742140.0,1696930.0,239.765,243.361
193.0,32495.5,7.99777,240.363,1741370.0,1712630.0,239.84,242.94
194.0,32496,7.99769,240.365,1739880.0,1727000.0,239.913,242.508
195.0,32496.5,7.99761,240.367,1737600.0,1739460.0,239.988,242.087
196.0,32497,7.99753,240.368,1734380.0,1749270.0,240.065,241.694
197.0,32497.5,7.99745,240.37,1729960.0,1755720.0,240.147,241.337
198.0,32498,7.99738,240.372,1723960.0,1758250.0,240.233,241.015
199.0,32498.5,7.9973,240.374,1716150.0,1756520.0,240.321,240.725
200.0,32499,7.99722,240.375,1706530.0,1750870.0,240.409,240.47
201.0,32499.5,7.99714,240.377,1695400.0,1742830.0,240.496,240.262
202.0,32500,7.99706,240.379,1683350.0,1734390.0,240.581,240.121
203.0,32500.5,7.99699,240.381,1671180.0,1726990.0,240.664,240.065
204.0,32501,7.99691,240.383,1659740.0,1721130.0,240.746,240.099
205.0,32501.5,7.99684,240.384,1649730.0,1716510.0,240.827,240.212
206.0,32502,7.99677,240.386,1641550.0,1712160.0,240.908,240.382
207.0,32502.5,7.9967,240.388,1635180.0,1706850.0,240.989,240.578
208.0,32503,7.99663,240.39,1630250.0,1699640.0,241.068,240.775
209.0,32503.5,7.99656,240.391,1626100.0,1690380.0,241.143,240.953
210.0,32504,7.9965,240.393,1621820.0,1679810.0,241.205,241.104
211.0,32504.5,7.99643,240.395,1616330.0,1669000.0,241.25,241.222
212.0,32505,7.99637,240.396,1608560.0,1659050.0,241.273,241.304
213.0,32505.5,7.99631,240.398,1597780.0,1650910.0,241.274,241.342
214.0,32506,7.99625,240.4,1583600.0,1645300.0,241.259,241.328
215.0,32506.5,7.9962,240.402,1566650.0,1642230.0,241.241,241.248
216.0,32507,7.99614,240.403,1547910.0,1641610.0,241.236,241.098
217.0,32507.5,7.99608,240.405,1528570.0,1643350.0,241.262,240.88
218.0,32508,7.99603,240.407,1509510.0,1647720.0,241.331,240.615
219.0,32508.5,7.99598,240.408,1491270.0,1655120.0,241.448,240.339
220.0,32509,7.99592,240.41,1474180.0,1665560.0,241.607,240.088
221.0,32509.5,7.99587,240.412,1458220.0,1678330.0,241.795,239.896
222.0,32510,7.99582,240.414,1443200.0,1692070.0,241.991,239.784
223.0,32510.5,7.99577,240.415,1428890.0,1705120.0,242.174,239.756
224.0,32511,7.99572,240.417,1415070.0,1715550.0,242.324,239.801
225.0,32511.5,7.99568,240.419,1401630.0,1721670.0,242.428,239.895
226.0,32512,7.99563,240.42,1388570.0,1722430.0,242.48,240.012
227.0,32512.5,7.99558,240.422,1375950.0,1717360.0,242.48,240.129
228.0,32513,7.99552,240.424,1363850.0,1706780.0,242.431,240.23
229.0,32513.5,7.99547,240.425,1352260.0,1691710.0,242.341,240.302
230.0,32514,7.99542,240.427,1340970.0,1673320.0,242.22,240.341
231.0,32514.5,7.99537,240.429,1329740.0,1652780.0,242.074,240.345
232.0,32515,7.99532,240.43,1318250.0,1631120.0,241.907,240.317
233.0,32515.5,7.99526,240.432,1306170.0,1609170.0,241.722,240.264
234.0,32516,7.99521,240.433,1293280.0,1587460.0,241.516,240.193
235.0,32516.5,7.99516,240.435,1279480.0,1566270.0,241.287,240.113
236.0,32517,7.99511,240.436,1264880.0,1545590.0,241.028,240.033
237.0,32517.5,7.99506,240.438,1249850.0,1525400.0,240.735,239.959
238.0,32518,7.99501,240.439,1234760.0,1505660.0,240.407,239.895
239.0,32518.5,7.99495,240.441,1219890.0,1486300.0,240.053,239.841
240.0,32519,7.9949,240.442,1205460.0,1467390.0,239.689,239.796
241.0,32519.5,7.99485,240.444,1191610.0,1449130.0,239.342,239.757
242.0,32520,7.9948,240.445,1178320.0,1431760.0,239.04,239.717
243.0,32520.5,7.99475,240.447,1165550.0,1415560.0,238.816,239.671
244.0,32521,7.99469,240.448,1153260.0,1400840.0,238.694,239.614
245.0,32521.5,7.99464,240.45,1141480.0,1387860.0,238.688,239.543
246.0,32522,7.99459,240.451,1130170.0,1376740.0,238.794,239.458
247.0,32522.5,7.99454,240.452,1119270.0,1367470.0,239,239.358
248.0,32523,7.99449,240.454,1108680.0,1359900.0,239.281,239.244
249.0,32523.5,7.99443,240.455,1098370.0,1353900.0,239.605,239.118
250.0,32524,7.99438,240.456,1088240.0,1349310.0,239.942,238.978
251.0,32524.5,7.99433,240.458,1078280.0,1345980.0,240.261,238.825
252.0,32525,7.99428,240.459,1068420.0,1343740.0,240.537,238.66
253.0,32525.5,7.99422,240.46,1058520.0,1342530.0,240.758,238.482
254.0,32526,7.99416,240.462,1048360.0,1342260.0,240.919,238.292
255.0,32526.5,7.9941,240.463,1037770.0,1342790.0,241.024,238.09
256.0,32527,7.99404,240.464,1026710.0,1344110.0,241.078,237.878
257.0,32527.5,7.99398,240.466,1015130.0,1346370.0,241.091,237.66
258.0,32528,7.99392,240.467,1003070.0,1349760.0,241.078,237.438
259.0,32528.5,7.99386,240.468,990624,1354420.0,241.047,237.214
260.0,32529,7.9938,240.469,978046,1360480.0,241.008,236.992
261.0,32529.5,7.99374,240.47,965687,1368020.0,240.965,236.774
262.0,32530,7.99369,240.472,953907,1377230.0,240.919,236.564
263.0,32530.5,7.99363,240.473,943074,1388420.0,240.867,236.364
264.0,32531,7.99358,240.474,933596,1401680.0,240.805,236.178
265.0,32531.5,7.99352,240.475,925843,1416710.0,240.73,236.007
266.0,32532,7.99347,240.476,920220,1433070.0,240.633,235.851
267.0,32532.5,7.99341,240.477,917055,1450140.0,240.512,235.708
268.0,32533,7.99335,240.478,916575,1467390.0,240.364,235.574
269.0,32533.5,7.99329,240.479,918910,1484560.0,240.193,235.443
270.0,32534,7.99323,240.481,923987,1501830.0,240.006,235.312
271.0,32534.5,7.99317,240.482,931417,1519780.0,239.819,235.179
272.0,32535,7.99311,240.483,940565,1538730.0,239.647,235.045
273.0,32535.5,7.99304,240.484,950697,1558760.0,239.507,234.922
274.0,32536,7.99298,240.485,961106,1579110.0,239.406,234.829
275.0,32536.5,7.99292,240.486,971228,1598500.0,239.338,234.786
276.0,32537,7.99286,240.487,980711,1615530.0,239.291,234.809
277.0,32537.5,7.9928,240.489,989399,1629110.0,239.245,234.895
278.0,32538,7.99274,240.49,997223,1638960.0,239.181,235.021
279.0,32538.5,7.99268,240.491,1004270.0,1645440.0,239.086,235.151
280.0,32539,7.99262,240.492,1010620.0,1649090.0,238.955,235.252
281.0,32539.5,7.99256,240.493,1016490.0,1650440.0,238.787,235.304
282.0,32540,7.99251,240.495,1022000.0,1650120.0,238.582,235.303
283.0,32540.5,7.99245,240.496,1027190.0,1648820.0,238.344,235.253
284.0,32541,7.99239,240.497,1032170.0,1647090.0,238.08,235.167
285.0,32541.5,7.99233,240.498,1037350.0,1645210.0,237.802,235.058
286.0,32542,7.99227,240.5,1043310.0,1643400.0,237.529,234.943
287.0,32542.5,7.9922,240.501,1050570.0,1641710.0,237.28,234.837
288.0,32543,7.99214,240.502,1059610.0,1640090.0,237.075,234.755
289.0,32543.5,7.99207,240.504,1070640.0,1638370.0,236.93,234.71
290.0,32544,7.992,240.505,1083700.0,1636370.0,236.856,234.713
291.0,32544.5,7.99194,240.506,1098660.0,1633950.0,236.851,234.773
292.0,32545,7.99188,240.508,1115150.0,1631050.0,236.912,234.897
293.0,32545.5,7.99182,240.509,1132540.0,1627810.0,237.031,235.083
294.0,32546,7.99176,240.511,1150010.0,1624390.0,237.199,235.325
295.0,32546.5,7.99171,240.512,1166720.0,1621030.0,237.407,235.608
296.0,32547,7.99165,240.514,1182020.0,1617840.0,237.646,235.904
297.0,32547.5,7.9916,240.515,1195350.0,1615020.0,237.909,236.184
298.0,32548,7.99154,240.517,1206410.0,1612660.0,238.188,236.416
299.0,32548.5,7.99149,240.518,1215130.0,1610840.0,238.478,236.581
300.0,32549,7.99143,240.52,1221540.0,1609520.0,238.771,236.67
301.0,32549.5,7.99137,240.521,1225640.0,1608730.0,239.058,236.688
302.0,32550,7.99132,240.523,1227440.0,1608730.0,239.328,236.651
303.0,32550.5,7.99126,240.524,1227040.0,1609710.0,239.572,236.578
304.0,32551,7.9912,240.526,1224600.0,1611670.0,239.775,236.489
305.0,32551.5,7.99114,240.527,1220280.0,1614470.0,239.929,236.398
306.0,32552,7.99109,240.529,1214390.0,1617790.0,240.027,236.316
307.0,32552.5,7.99104,240.531,1207470.0,1621200.0,240.066,236.244
308.0,32553,7.991,240.532,1200250.0,1624050.0,240.054,236.179
309.0,32553.5,7.99096,240.534,1193360.0,1625810.0,240.006,236.121
310.0,32554,7.99092,240.535,1187290.0,1626150.0,239.945,236.07
311.0,32554.5,7.99089,240.537,1182310.0,1624620.0,239.897,236.026
312.0,32555,7.99087,240.538,1178370.0,1621030.0,239.886,235.991
313.0,32555.5,7.99084,240.54,1175250.0,1615410.0,239.931,235.964
314.0,32556,7.99082,240.542,1172560.0,1607900.0,240.041,235.949
315.0,32556.5,7.99081,240.543,1169980.0,1598640.0,240.214,235.946
316.0,32557,7.99079,240.545,1167110.0,1587900.0,240.439,235.954
317.0,32557.5,7.99078,240.547,1163830.0,1575590.0,240.695,235.97
318.0,32558,7.99077,240.548,1160130.0,1561370.0,240.96,235.989
319.0,32558.5,7.99077,240.55,1156140.0,1545040.0,241.21,236.008
320.0,32559,7.99076,240.551,1152150.0,1526610.0,241.429,236.021
321.0,32559.5,7.99075,240.553,1148490.0,1506570.0,241.61,236.024
322.0,32560,7.99074,240.555,1145370.0,1485670.0,241.753,236.013
323.0,32560.5,7.99073,240.556,1142920.0,1464950.0,241.865,235.984
324.0,32561,7.99072,240.558,1141230.0,1445340.0,241.951,235.931
325.0,32561.5,7.99071,240.56,1140280.0,1427450.0,242.017,235.85
326.0,32562,7.9907,240.562,1140070.0,1411530.0,242.068,235.737
327.0,32562.5,7.99068,240.563,1140750.0,1397620.0,242.11,235.592
328.0,32563,7.99067,240.565,1142500.0,1385450.0,242.147,235.412
329.0,32563.5,7.99065,240.567,1145340.0,1374620.0,242.179,235.196
330.0,32564,7.99063,240.569,1149130.0,1364770.0,242.206,234.948
331.0,32564.5,7.99061,240.571,1153490.0,1355640.0,242.23,234.675
332.0,32565,7.99059,240.573,1157990.0,1347200.0,242.252,234.387
333.0,32565.5,7.99056,240.574,1162220.0,1339570.0,242.279,234.101
334.0,32566,7.99053,240.576,1165880.0,1332970.0,242.321,233.829
335.0,32566.5,7.9905,240.578,1168750.0,1327590.0,242.39,233.586
336.0,32567,7.99047,240.58,1170610.0,1323640.0,242.496,233.385
337.0,32567.5,7.99044,240.582,1171540.0,1321310.0,242.645,233.234
338.0,32568,7.9904,240.583,1171620.0,1320820.0,242.834,233.136
339.0,32568.5,7.99036,240.585,1171180.0,1322450.0,243.057,233.086
340.0,32569,7.99033,240.587,1170510.0,1326340.0,243.302,233.081
341.0,32569.5,7.99029,240.589,1170150.0,1332340.0,243.547,233.116
342.0,32570,7.99024,240.591,1170590.0,1340010.0,243.766,233.191
343.0,32570.5,7.9902,240.592,1172190.0,1348650.0,243.932,233.308
344.0,32571,7.99015,240.594,1175170.0,1357290.0,244.024,233.468
345.0,32571.5,7.99011,240.596,1179510.0,1364730.0,244.032,233.677
346.0,32572,7.99006,240.598,1184820.0,1369970.0,243.956,233.939
347.0,32572.5,7.99,240.599,1190730.0,1372420.0,243.807,234.259
348.0,32573,7.98994,240.601,1196880.0,1372070.0,243.602,234.635
349.0,32573.5,7.98988,240.603,1203100.0,1369410.0,243.358,235.062
350.0,32574,7.98982,240.604,1209090.0,1365160.0,243.091,235.531
351.0,32574.5,7.98976,240.606,1214470.0,1360030.0,242.808,236.03
352.0,32575,7.9897,240.608,1218960.0,1354670.0,242.508,236.544
353.0,32575.5,7.98963,240.609,1222340.0,1349530.0,242.18,237.062
354.0,32576,7.98957,240.611,1224490.0,1344840.0,241.808,237.573
355.0,32576.5,7.9895,240.612,1225380.0,1340650.0,241.375,238.068
356.0,32577,7.98944,240.614,1225270.0,1336780.0,240.865,238.543
357.0,32577.5,7.98937,240.615,1224550.0,1333030.0,240.276,238.996
358.0,32578,7.98931,240.617,1223950.0,1329110.0,239.623,239.426
359.0,32578.5,7.98925,240.619,1224490.0,1324770.0,238.94,239.831
360.0,32579,7.98919,240.62,1227240.0,1319740.0,238.278,240.21
361.0,32579.5,7.98913,240.622,1233080.0,1313790.0,237.689,240.56
362.0,32580,7.98908,240.623,1242580.0,1306800.0,237.224,240.88
363.0,32580.5,7.98903,240.625,1256050.0,1298770.0,236.916,241.166
364.0,32581,7.98898,240.627,1273170.0,1289620.0,236.779,241.417
365.0,32581.5,7.98893,240.628,1293140.0,1279520.0,236.806,241.635
366.0,32582,7.98889,240.63,1314880.0,1268730.0,236.973,241.823
367.0,32582.5,7.98885,240.631,1337170.0,1257540.0,237.244,241.987
368.0,32583,7.98881,240.633,1359050.0,1246240.0,237.577,242.132
369.0,32583.5,7.98877,240.634,1379870.0,1235160.0,237.937,242.266
370.0,32584,7.98874,240.636,1399480.0,1224540.0,238.299,242.394
371.0,32584.5,7.9887,240.637,1418170.0,1214520.0,238.654,242.526
372.0,32585,7.98867,240.639,1436620.0,1205080.0,238.996,242.669
373.0,32585.5,7.98864,240.64,1455530.0,1196220.0,239.325,242.829
374.0,32586,7.9886,240.642,1475340.0,1187910.0,239.637,243.012
375.0,32586.5,7.98857,240.643,1496080.0,1180080.0,239.923,243.222
376.0,32587,7.98853,240.645,1517350.0,1172720.0,240.177,243.461
377.0,32587.5,7.98849,240.647,1538450.0,1165970.0,240.39,243.731
