Timestamp,SRRL BMS Direct Normal Irradiance (W/m²_irr),SRRL BMS Diffuse Horizontal Irradiance (W/m²_irr),SRRL BMS Global Horizontal Irradiance (W/m²_irr),SRRL BMS Dry Bulb Temperature (°C),SRRL BMS Wind Speed at 19' (m/s)
2020-04-14 20:28:00+00:00,41.2267,321.5202,324.56644,9.480005,3.548
2020-04-14 20:29:00+00:00,69.105515,329.8452,335.08087,9.510004,5.045
2020-04-14 20:30:00+00:00,96.98432,335.5589,433.10876,9.4699955,4.041
2020-04-14 20:31:00+00:00,123.74542,336.0928,339.5758,9.399988,4.134
2020-04-14 20:32:00+00:00,150.50652,329.2847,331.06424,9.390009,3.979
2020-04-14 20:33:00+00:00,177.26761,320.0032,320.93076,9.249994,3.16
2020-04-14 20:34:00+00:00,204.02872,312.3254,313.23447,9.170008,2.484
2020-04-14 20:35:00+00:00,230.78981,311.5124,315.22958,9.040003,2.305
2020-04-14 20:36:00+00:00,257.5509,310.7338,531.5412,9.029993,1.922
2020-04-14 20:37:00+00:00,573.5398,315.2903,777.07733,9.2199955,2.089
2020-04-14 20:38:00+00:00,299.7343,318.1397,566.84955,9.570002,1.967
2020-04-14 20:39:00+00:00,606.1445,327.7882,814.0355,9.899988,2.863
2020-04-14 20:40:00+00:00,10.00847,321.461,330.63495,9.980005,3.425
2020-04-14 20:41:00+00:00,4.210016,320.5025,322.56903,9.809992,3.441
2020-04-14 20:42:00+00:00,4.219179,324.0888,327.91333,9.679987,3.339
2020-04-14 20:43:00+00:00,6.965671,314.8682,321.38458,9.640009,4.281
2020-04-14 20:44:00+00:00,5.839729,298.7636,303.03592,9.559992,3.299
2020-04-14 20:45:00+00:00,6.745886,281.0318,285.63272,9.629999,3.26
2020-04-14 20:46:00+00:00,2.425935,267.0785,267.06104,9.7199955,3.355
2020-04-14 20:47:00+00:00,1.940748,254.8116,253.33116,9.570002,3.384
2020-04-14 20:48:00+00:00,1.455561,250.6608,250.03886,9.35,2.692
2020-04-14 20:49:00+00:00,0.970374,254.0298,254.82143,9.36001,2.858
2020-04-14 20:50:00+00:00,0.485187,264.048,265.2046,9.270014,1.885
2020-04-14 20:51:00+00:00,0.0,276.9173,278.913,9.050013,1.726
2020-04-14 20:52:00+00:00,5.807157,296.9132,305.94812,9.209986,2.478
2020-04-14 20:53:00+00:00,363.9093,324.173,612.1012,9.36001,2.05
2020-04-14 20:54:00+00:00,769.839,343.7924,924.228,9.510004,1.837
2020-04-14 20:55:00+00:00,799.6307,352.3619,950.7149,9.890009,2.107
2020-04-14 20:56:00+00:00,126.0688,356.0167,448.99506,10.570002,2.698
2020-04-14 20:57:00+00:00,34.79333,355.4616,385.76743,10.490015,2.115
2020-04-14 20:58:00+00:00,154.5584,345.5992,458.9717,9.999994,1.926
2020-04-14 20:59:00+00:00,9.807977,329.2383,331.8771,9.7199955,1.802
2020-04-14 21:00:00+00:00,5.635125,309.8749,309.26736,9.790003,2.223
2020-04-14 21:01:00+00:00,3.443363,296.9259,296.76224,9.740015,2.631
2020-04-14 21:02:00+00:00,3.031171,297.3874,299.5356,9.570002,2.337
2020-04-14 21:03:00+00:00,66.69693,306.0503,370.90814,9.399988,2.164
2020-04-14 21:04:00+00:00,229.7033,312.0913,485.42474,9.36001,1.751
2020-04-14 21:05:00+00:00,536.2405,314.0321,708.985,9.510004,1.957
2020-04-14 21:06:00+00:00,561.6877,316.8462,725.0779,9.790003,3.045
2020-04-14 21:07:00+00:00,317.8349,315.8622,529.18256,10.179987,4.26
2020-04-14 21:08:00+00:00,11.56803,315.0994,325.44992,10.300013,4.346
2020-04-14 21:09:00+00:00,369.4588,320.5902,589.75183,10.080011,4.598
2020-04-14 21:10:00+00:00,442.4816,318.4705,639.23566,10.240015,4.379
2020-04-14 21:11:00+00:00,778.3662,313.7676,865.3238,10.61001,3.477
2020-04-14 21:12:00+00:00,785.1917,313.4868,869.33875,10.689997,3.861
2020-04-14 21:13:00+00:00,788.3126,317.1452,872.06494,10.800013,3.618
2020-04-14 21:14:00+00:00,701.715,314.6786,808.3716,11.050013,3.046
2020-04-14 21:15:00+00:00,666.7838,297.4421,760.7177,10.61001,2.061
2020-04-14 21:16:00+00:00,5.516776,270.1505,273.7291,10.409998,2.434
2020-04-14 21:17:00+00:00,73.85319,263.9799,321.80002,10.209986,4.106
2020-04-14 21:18:00+00:00,47.41087,279.0518,319.51813,10.010004,3.878
2020-04-14 21:19:00+00:00,172.5937,293.0246,418.79282,9.9699955,3.825
2020-04-14 21:20:00+00:00,46.8679,286.0294,320.464,9.730005,2.53
2020-04-14 21:21:00+00:00,381.868,298.5854,552.77997,9.800013,4.746
2020-04-14 21:22:00+00:00,425.2303,317.2092,613.0452,10.029993,4.209
2020-04-14 21:23:00+00:00,666.4408,337.3172,793.4039,10.4500065,5.192
2020-04-14 21:24:00+00:00,714.6932,354.5345,836.2405,10.529993,3.706
2020-04-14 21:25:00+00:00,584.6292,353.509,750.8965,10.240015,1.708
2020-04-14 21:26:00+00:00,434.5399,343.9459,635.39325,10.2199955,2.06
2020-04-14 21:27:00+00:00,475.0487,340.2454,648.8849,10.159998,3.195
2020-04-14 21:28:00+00:00,577.249,338.1474,718.562,10.2000065,2.486
2020-04-14 21:29:00+00:00,316.142,340.8857,554.36066,10.240015,3.348
2020-04-14 21:30:00+00:00,482.7677,340.3736,658.7395,10.580011,4.76
2020-04-14 21:31:00+00:00,140.2373,329.2258,416.15283,10.589991,3.535
2020-04-14 21:32:00+00:00,427.9291,319.3015,598.983,10.559992,4.792
2020-04-14 21:33:00+00:00,514.9413,312.136,644.59296,10.749994,5.068
2020-04-14 21:34:00+00:00,26.76312,291.5585,312.05573,10.629999,5.397
2020-04-14 21:35:00+00:00,15.61386,275.4951,286.36194,10.149988,5.303
2020-04-14 21:36:00+00:00,3.97462,269.6949,277.74994,9.839991,4.719
2020-04-14 21:37:00+00:00,104.0402,273.4712,347.3805,9.629999,3.089
2020-04-14 21:38:00+00:00,404.5374,274.7251,529.66895,9.550013,2.429
2020-04-14 21:39:00+00:00,565.6613,281.3947,639.35486,9.830011,3.829
2020-04-14 21:40:00+00:00,95.22897,279.8817,339.61417,10.529993,4.294
2020-04-14 21:41:00+00:00,15.01789,276.2983,287.60135,10.730005,4.033
2020-04-14 21:42:00+00:00,198.7498,274.2126,404.23386,10.439997,4.591
2020-04-14 21:43:00+00:00,535.2479,275.042,614.5247,10.249994,3.749
2020-04-14 21:44:00+00:00,499.785,275.5407,584.9001,10.36001,2.432
2020-04-14 21:45:00+00:00,755.7064,280.11,741.951,10.790003,3.41
2020-04-14 21:46:00+00:00,766.213,284.153,750.7274,11.309992,4.265
2020-04-14 21:47:00+00:00,144.6882,279.3192,367.91708,11.559992,5.661
2020-04-14 21:48:00+00:00,37.51327,275.4102,297.35104,11.010004,5.214
2020-04-14 21:49:00+00:00,0.1243094,275.1878,276.81528,10.270014,3.896
2020-04-14 21:50:00+00:00,0.0,272.7031,273.13882,10.140009,2.896
2020-04-14 21:51:00+00:00,0.0,271.3931,271.93573,10.170008,2.651
2020-04-14 21:52:00+00:00,0.0,276.5311,278.7276,10.050013,2.321
2020-04-14 21:53:00+00:00,295.9291,293.5836,479.6507,9.869989,3.531
2020-04-14 21:54:00+00:00,664.8388,308.1221,693.44836,9.990015,4.4
2020-04-14 21:55:00+00:00,736.0769,307.4262,735.7259,10.36001,4.217
2020-04-14 21:56:00+00:00,171.0703,299.2646,395.24725,10.6,4.06
2020-04-14 21:57:00+00:00,3.629861,293.7258,297.0448,10.379999,3.647
2020-04-14 21:58:00+00:00,4.341696,299.2752,302.05884,10.149988,4.531
2020-04-14 21:59:00+00:00,60.54296,302.2224,339.9288,9.999994,4.554
2020-04-14 22:00:00+00:00,516.8952,310.5276,605.2486,10.010004,3.312
2020-04-14 22:01:00+00:00,52.18396,311.419,347.70566,10.119989,3.129
2020-04-14 22:02:00+00:00,11.54513,305.0744,312.2808,10.170008,5.668
2020-04-14 22:03:00+00:00,0.0,292.5229,291.4606,10.159998,5.14
2020-04-14 22:04:00+00:00,2.728956,279.3263,282.82117,10.170008,5.991
2020-04-14 22:05:00+00:00,70.76048,267.7935,313.80878,10.029993,5.586
2020-04-14 22:06:00+00:00,92.60932,255.3546,311.40894,9.990015,6.074
2020-04-14 22:07:00+00:00,449.0084,243.0475,486.7527,9.899988,5.545
2020-04-14 22:08:00+00:00,365.3325,228.0045,431.0042,10.11001,6.125
2020-04-14 22:09:00+00:00,718.2591,227.7675,616.1361,10.379999,6.378
2020-04-14 22:10:00+00:00,277.318,222.1179,373.2986,10.629999,5.909
2020-04-14 22:11:00+00:00,42.38274,221.97,254.8393,10.379999,5.29
2020-04-14 22:12:00+00:00,348.247,227.0056,415.16852,10.140009,5.171
2020-04-14 22:13:00+00:00,326.3698,218.9677,389.18665,10.149988,5.934
2020-04-14 22:14:00+00:00,0.0,201.9645,202.35646,10.089991,5.656
2020-04-14 22:15:00+00:00,0.0,193.5845,191.81183,9.869989,4.407
2020-04-14 22:16:00+00:00,0.0,186.8085,185.76672,9.709986,4.121
2020-04-14 22:17:00+00:00,0.0,187.7708,188.15076,9.619989,3.544
2020-04-14 22:18:00+00:00,0.0,195.9283,197.54732,9.570002,4.235
2020-04-14 22:19:00+00:00,1.441374,201.6989,204.37152,9.480005,3.647
2020-04-14 22:20:00+00:00,149.0289,209.3845,289.1227,9.429987,3.45
2020-04-14 22:21:00+00:00,620.8649,224.4265,537.8783,9.689997,3.383
2020-04-14 22:22:00+00:00,120.7803,234.0984,305.12888,9.980005,2.37
2020-04-14 22:23:00+00:00,337.5706,240.8122,419.25745,10.050013,2.965
2020-04-14 22:24:00+00:00,389.764,246.2127,448.7224,10.300013,3.543
2020-04-14 22:25:00+00:00,640.2228,249.8558,565.3026,10.399988,4.815
2020-04-14 22:26:00+00:00,657.0999,245.2061,564.3807,10.459986,3.476
2020-04-14 22:27:00+00:00,622.0876,243.4341,547.3344,10.559992,3.459
2020-04-14 22:28:00+00:00,260.4261,241.546,369.25998,10.629999,3.584
2020-04-14 22:29:00+00:00,3.847264,236.6289,238.16457,10.61001,4.178
2020-04-14 22:30:00+00:00,2.878265,226.9121,226.84413,10.369989,4.598
2020-04-14 22:31:00+00:00,4.831975,215.5211,216.66246,10.119989,5.078
2020-04-14 22:32:00+00:00,1.372709,205.3139,205.0195,9.9500065,4.662
2020-04-14 22:33:00+00:00,0.0,194.1947,192.79736,9.800013,4.521
2020-04-14 22:34:00+00:00,0.0,184.3055,184.21822,9.679987,4.19
2020-04-14 22:35:00+00:00,9.542287,180.4311,186.68564,9.640009,3.755
2020-04-14 22:36:00+00:00,446.5822,182.6581,394.18253,9.689997,2.999
2020-04-14 22:37:00+00:00,342.3707,183.4596,336.0327,9.899988,4.207
2020-04-14 22:38:00+00:00,3.722926,186.4354,189.5262,9.999994,4.879
2020-04-14 22:39:00+00:00,0.8172157,195.2337,196.07855,9.869989,3.339
2020-04-14 22:40:00+00:00,244.3723,204.7822,314.81696,9.800013,2.71
2020-04-14 22:41:00+00:00,694.1791,218.1292,525.7023,9.809992,2.406
2020-04-14 22:42:00+00:00,693.667,232.268,537.5005,10.080011,1.903
2020-04-14 22:43:00+00:00,689.4769,244.5426,544.4551,10.580011,2.822
2020-04-14 22:44:00+00:00,691.9012,255.7814,553.8947,11.020014,3.497
2020-04-14 22:45:00+00:00,443.1498,258.2361,446.22647,10.730005,2.893
2020-04-14 22:46:00+00:00,453.3822,249.3911,434.78214,10.490015,4.24
2020-04-14 22:47:00+00:00,103.2919,237.1241,274.6963,10.6,4.559
2020-04-14 22:48:00+00:00,12.36765,230.7893,233.0893,10.6,3.592
2020-04-14 22:49:00+00:00,11.68457,227.9878,232.33887,10.249994,3.139
2020-04-14 22:50:00+00:00,18.26295,228.6766,235.6404,10.040003,4.795
2020-04-14 22:51:00+00:00,15.40233,229.0335,233.02095,10.089991,5.297
2020-04-14 22:52:00+00:00,6.800863,228.3598,230.93378,10.050013,4.727
2020-04-14 22:53:00+00:00,12.1361,226.4482,232.33946,9.9699955,5.646
2020-04-14 22:54:00+00:00,17.02575,223.8787,230.94412,9.990015,4.918
2020-04-14 22:55:00+00:00,59.398,221.466,246.65578,10.059992,4.662
2020-04-14 22:56:00+00:00,603.0632,218.0602,457.67798,10.209986,5.248
2020-04-14 22:57:00+00:00,620.1033,209.8807,454.45932,10.390009,4.993
2020-04-14 22:58:00+00:00,661.3945,200.0781,459.70193,10.619989,3.781
2020-04-14 22:59:00+00:00,671.4685,192.2822,454.83,10.800013,4.356
2020-04-14 23:00:00+00:00,679.9036,186.3604,450.53128,10.800013,5.032
2020-04-14 23:01:00+00:00,676.3229,179.5711,439.88968,10.790003,4.113
2020-04-14 23:02:00+00:00,679.1835,170.744,429.89746,10.85,3.922
2020-04-14 23:03:00+00:00,588.6841,159.6067,382.1108,10.820002,3.678
2020-04-14 23:04:00+00:00,635.4854,149.6053,388.5243,10.9699955,4.387
2020-04-14 23:05:00+00:00,575.3302,140.6305,356.0502,10.959986,3.588
2020-04-14 23:06:00+00:00,322.2022,129.9154,247.44772,10.9500065,4.474
2020-04-14 23:07:00+00:00,287.0816,120.8845,231.91457,10.749994,4.415
2020-04-14 23:08:00+00:00,609.5394,118.1095,340.21823,10.439997,4.653
2020-04-14 23:09:00+00:00,537.6818,113.2276,309.53696,10.300013,4.82
2020-04-14 23:10:00+00:00,555.6398,109.1746,311.7204,10.240015,4.299
2020-04-14 23:11:00+00:00,617.2983,107.8601,326.41574,10.260004,4.314
2020-04-14 23:12:00+00:00,585.3337,105.5929,311.84695,10.230005,3.157
2020-04-14 23:13:00+00:00,614.8444,103.5865,317.68613,10.2199955,3.361
2020-04-14 23:14:00+00:00,629.3963,102.5409,318.28003,10.230005,3.726
2020-04-14 23:15:00+00:00,651.492,102.0642,322.03098,10.279993,2.715
2020-04-14 23:16:00+00:00,653.2988,102.0457,319.86148,10.330011,3.089
2020-04-14 23:17:00+00:00,650.134,101.9032,315.67728,10.439997,3.061
2020-04-14 23:18:00+00:00,649.0001,101.188,311.83408,10.550013,4.247
2020-04-14 23:19:00+00:00,645.4922,100.2781,307.36978,10.61001,3.512
2020-04-14 23:20:00+00:00,636.8918,100.7512,302.73953,10.619989,3.352
2020-04-14 23:21:00+00:00,632.4995,100.8273,298.89154,10.649988,4.31
2020-04-14 23:22:00+00:00,625.9593,99.42627,293.19128,10.649988,5.209
2020-04-14 23:23:00+00:00,618.0601,96.36101,285.4476,10.550013,4.753
2020-04-14 23:24:00+00:00,611.2635,92.66525,277.574,10.420008,4.466
2020-04-14 23:25:00+00:00,604.7363,89.56437,270.47763,10.459986,5.232
2020-04-14 23:26:00+00:00,590.9464,86.60625,261.46814,10.330011,5.339
2020-04-14 23:27:00+00:00,579.5206,84.58703,253.8187,10.2199955,4.011
2020-04-14 23:28:00+00:00,574.7642,83.55129,249.40178,10.290003,4.549
2020-04-14 23:29:00+00:00,575.0989,83.13183,247.10966,10.249994,4.59
2020-04-14 23:30:00+00:00,578.2476,82.52953,245.41444,10.140009,3.451
2020-04-14 23:31:00+00:00,576.272,82.05252,242.29749,10.089991,3.927
2020-04-14 23:32:00+00:00,567.8086,81.63744,237.2768,10.149988,4.426
2020-04-14 23:33:00+00:00,557.0872,81.01725,232.10696,10.059992,3.505
2020-04-14 23:34:00+00:00,545.4426,80.33245,225.97122,9.920008,3.734
2020-04-14 23:35:00+00:00,514.018,79.71817,214.73067,9.959986,3.752
2020-04-14 23:36:00+00:00,538.7479,79.28295,219.41125,9.990015,4.198
2020-04-14 23:37:00+00:00,539.8325,78.91979,217.87474,9.980005,4.565
2020-04-14 23:38:00+00:00,538.8041,78.33189,214.66345,9.980005,4.319
2020-04-14 23:39:00+00:00,539.6703,77.60332,211.74696,9.9500065,3.819
2020-04-14 23:40:00+00:00,543.4387,76.94665,210.13962,9.86001,4.131
2020-04-14 23:41:00+00:00,542.4461,76.24429,207.74771,9.830011,3.476
2020-04-14 23:42:00+00:00,540.9628,75.68608,204.60785,9.820002,3.517
2020-04-14 23:43:00+00:00,539.028,75.11269,201.06335,9.830011,4.101
2020-04-14 23:44:00+00:00,535.7859,74.42607,197.60037,9.820002,3.499
2020-04-14 23:45:00+00:00,529.0074,73.89674,193.61624,9.809992,4.328
2020-04-14 23:46:00+00:00,525.4951,73.34562,190.10516,9.740015,3.837
2020-04-14 23:47:00+00:00,521.7908,72.61312,186.71536,9.709986,3.858
2020-04-14 23:48:00+00:00,517.0043,71.86199,183.01564,9.679987,3.192
2020-04-14 23:49:00+00:00,511.1647,71.12038,179.03839,9.709986,3.771
2020-04-14 23:50:00+00:00,503.3231,70.41838,174.72742,9.679987,4.1
2020-04-14 23:51:00+00:00,497.4836,69.62273,170.93486,9.670008,3.611
2020-04-14 23:52:00+00:00,490.125,68.772,166.91283,9.659998,3.778
2020-04-14 23:53:00+00:00,478.6276,67.97915,162.15373,9.659998,3.76
2020-04-14 23:54:00+00:00,469.2962,67.22914,157.96199,9.640009,4.911
2020-04-14 23:55:00+00:00,461.2769,66.61745,154.21187,9.629999,5.205
2020-04-14 23:56:00+00:00,451.6594,66.10489,150.25293,9.61001,4.519
2020-04-14 23:57:00+00:00,440.8015,65.70089,146.29024,9.589991,5.156
2020-04-14 23:58:00+00:00,433.9489,65.10751,142.90569,9.550013,4.841
2020-04-14 23:59:00+00:00,427.1019,64.48069,139.66162,9.559992,5.174
2020-04-15 00:00:00+00:00,423.955,64.04015,137.22835,9.529993,4.067
2020-04-15 00:01:00+00:00,423.2418,63.57035,135.4141,9.520014,4.248
2020-04-15 00:02:00+00:00,419.0993,63.07293,132.92339,9.480005,4.596
2020-04-15 00:03:00+00:00,413.3886,62.11574,129.72818,9.399988,4.047
2020-04-15 00:04:00+00:00,407.3902,60.94143,126.24837,9.36001,3.121
2020-04-15 00:05:00+00:00,399.1104,60.00696,122.68477,9.379999,3.046
2020-04-15 00:06:00+00:00,388.7034,59.02283,118.91228,9.429987,3.497
2020-04-15 00:07:00+00:00,380.2487,58.10775,115.63418,9.379999,3.703
2020-04-15 00:08:00+00:00,372.652,57.27312,112.568214,9.339991,3.214
2020-04-15 00:09:00+00:00,366.5515,56.48708,109.84993,9.300013,3.167
2020-04-15 00:10:00+00:00,361.9218,55.74221,107.413055,9.240015,3.082
2020-04-15 00:11:00+00:00,357.4944,55.06733,105.00356,9.209986,3.871
2020-04-15 00:12:00+00:00,352.3607,54.33437,102.52261,9.2199955,3.758
2020-04-15 00:13:00+00:00,349.4912,53.58292,100.28835,9.249994,3.582
2020-04-15 00:14:00+00:00,345.9997,52.77102,97.91362,9.270014,3.541
2020-04-15 00:15:00+00:00,336.3257,51.89718,94.79539,9.249994,3.234
2020-04-15 00:16:00+00:00,326.7557,51.05064,91.7891,9.189997,2.783
2020-04-15 00:17:00+00:00,323.0072,50.2156,89.506386,9.119989,2.958
2020-04-15 00:18:00+00:00,317.9701,49.39622,87.07248,9.050013,3.339
2020-04-15 00:19:00+00:00,313.5716,48.54051,84.81646,9.070002,3.824
2020-04-15 00:20:00+00:00,310.0377,47.69416,82.69619,9.029993,3.806
2020-04-15 00:21:00+00:00,304.0785,46.8266,80.26511,8.990015,4.729
2020-04-15 00:22:00+00:00,296.9424,45.97951,77.61254,8.959986,5.125
2020-04-15 00:23:00+00:00,288.544,45.00539,75.05012,8.959986,3.745
2020-04-15 00:24:00+00:00,280.9199,44.00055,72.692535,8.890009,3.896
2020-04-15 00:25:00+00:00,274.1797,43.09399,70.28834,8.830011,4.382
2020-04-15 00:26:00+00:00,267.958,42.22148,67.90484,8.770014,4.624
2020-04-15 00:27:00+00:00,261.4422,41.36287,65.49514,8.760004,4.479
2020-04-15 00:28:00+00:00,253.4994,40.40151,63.064068,8.770014,4.591
2020-04-15 00:29:00+00:00,246.8547,39.37338,60.747402,8.730005,4.4
2020-04-15 00:30:00+00:00,240.381,38.34649,58.4654,8.649988,4.949
2020-04-15 00:31:00+00:00,232.7335,37.27674,56.019585,8.640009,5.063
2020-04-15 00:32:00+00:00,227.0913,36.248,53.80024,8.619989,4.549
2020-04-15 00:33:00+00:00,221.9027,35.2387,51.723103,8.540003,4.64
2020-04-15 00:34:00+00:00,215.6312,34.18238,49.58803,8.429987,4.533
2020-04-15 00:35:00+00:00,209.7858,33.17503,47.488598,8.330011,4.606
2020-04-15 00:36:00+00:00,205.9536,32.19071,45.539185,8.320002,4.751
2020-04-15 00:37:00+00:00,201.1728,31.1881,43.731644,8.309992,4.55
2020-04-15 00:38:00+00:00,197.1058,30.19943,41.896194,8.279993,4.248
2020-04-15 00:39:00+00:00,191.7087,29.2097,39.96406,8.240015,4.026
2020-04-15 00:40:00+00:00,182.309,28.21745,37.78561,8.159998,4.421
2020-04-15 00:41:00+00:00,173.5394,27.2066,35.8943,8.140009,3.788
2020-04-15 00:42:00+00:00,165.4531,26.1908,34.096626,8.059992,4.129
2020-04-15 00:43:00+00:00,159.558,25.18286,32.414936,7.980005,3.768
2020-04-15 00:44:00+00:00,152.5222,24.1942,30.52198,7.973993,4.234
2020-04-15 00:45:00+00:00,143.8602,23.1849,28.783936,7.9590087,3.907
2020-04-15 00:46:00+00:00,132.3121,22.17434,26.959476,7.9049926,4.015
2020-04-15 00:47:00+00:00,119.6411,21.17362,25.179602,7.8539977,3.629
2020-04-15 00:48:00+00:00,107.5113,20.14742,23.386745,7.796991,3.982
2020-04-15 00:49:00+00:00,96.95693,19.13027,21.643711,7.794,4.096
2020-04-15 00:50:00+00:00,89.74032,18.11791,20.237734,7.797998,4.036
2020-04-15 00:51:00+00:00,83.76421,17.09641,18.848707,7.796991,4.109
2020-04-15 00:52:00+00:00,76.31677,16.11276,17.604141,7.719995,3.923
2020-04-15 00:53:00+00:00,68.37966,15.12226,16.226,7.6499877,4.007
2020-04-15 00:54:00+00:00,60.93137,14.17181,14.9690895,7.620996,4.087
2020-04-15 00:55:00+00:00,52.4984,13.25237,13.805964,7.5570006,4.253
2020-04-15 00:56:00+00:00,43.13082,12.3329,12.59092,7.511987,3.864
2020-04-15 00:57:00+00:00,36.14928,11.42198,11.508098,7.455011,3.829
2020-04-15 00:58:00+00:00,30.92809,10.53412,10.440525,7.3950133,3.626
2020-04-15 00:59:00+00:00,26.78312,9.683212,9.533386,7.317987,3.873
2020-04-15 01:00:00+00:00,22.20364,8.871764,8.695877,7.261987,3.864
2020-04-15 01:01:00+00:00,15.75438,8.112473,7.8015327,7.1589904,4.103
2020-04-15 01:02:00+00:00,7.311148,7.378092,7.159203,7.158014,3.791
2020-04-15 01:03:00+00:00,0.5994464,6.678312,6.3718557,7.1440063,4.038
2020-04-15 01:04:00+00:00,0.58324516,6.025245,5.6437807,7.1499877,3.864
2020-04-15 01:05:00+00:00,0.5670439,5.42133,5.021022,7.1119933,4.051
2020-04-15 01:06:00+00:00,0.55084264,4.8405,4.57282,7.0660033,3.69
